loan_id,customer_id,customer_name,credit_score,employment_status,branch_id,branch_name,city,region,loan_type,loan_amount,interest_rate,approval_date,loan_term_months,loan_status,loan_age_days,total_payments_made,on_time_payments,late_payments,missed_payments,on_time_pct,max_days_overdue,risk_level
742,842,Customer_842,842,Employed,6,West Coast Tower,Los Angeles,West,Home,5742,5.92,2022-01-13,360,Closed,1546.1,6,6,0,0,100.0,0.0,Low Risk
743,843,Customer_843,843,Employed,7,Miami Beach,Miami,South,Auto,5743,5.93,2022-01-14,60,Closed,1545.1,6,6,0,0,100.0,0.0,Low Risk
744,844,Customer_844,844,Employed,8,Boston Financial,Boston,Northeast,Personal,5744,5.9399999999999995,2022-01-15,36,Closed,1544.1,6,6,0,0,100.0,0.0,Low Risk
745,845,Customer_845,845,Self-Employed,1,Downtown Metro,New York,Northeast,Home,5745,5.95,2022-01-16,360,Closed,1543.1,6,6,0,0,100.0,0.0,Low Risk
746,846,Customer_846,846,Self-Employed,2,Midtown Plaza,New York,Northeast,Auto,5746,5.96,2022-01-17,60,Closed,1542.1,6,6,0,0,100.0,0.0,Low Risk
747,847,Customer_847,847,Self-Employed,3,Chicago Central,Chicago,Midwest,Personal,5747,5.970000000000001,2022-01-18,36,Closed,1541.1,6,6,0,0,100.0,0.0,Low Risk
748,848,Customer_848,848,Retired,4,Texas Hub,Houston,South,Home,5748,5.98,2022-01-19,360,Active,1540.1,6,6,0,0,100.0,0.0,Low Risk
749,849,Customer_849,849,Retired,5,Silicon Valley,San Jose,West,Auto,5749,5.99,2022-01-20,60,Active,1539.1,6,6,0,0,100.0,0.0,Low Risk
750,-1,Unknown,0,Unknown,6,West Coast Tower,Los Angeles,West,Personal,5750,6,2022-01-21,36,Active,1538.1,6,0,0,0,0.0,0.0,High Risk
751,851,Customer_851,851,Employed,7,Miami Beach,Miami,South,Home,5751,6.01,2022-01-22,360,Active,1537.1,6,0,0,6,0.0,0.0,High Risk
752,852,Customer_852,852,Employed,8,Boston Financial,Boston,Northeast,Auto,5752,6.02,2022-01-23,60,Active,1536.1,6,0,0,6,0.0,0.0,High Risk
753,853,Customer_853,853,Employed,1,Downtown Metro,New York,Northeast,Personal,5753,6.03,2022-01-24,36,Active,1535.1,6,0,6,0,0.0,1528.1,High Risk
754,854,Customer_854,854,Employed,2,Midtown Plaza,New York,Northeast,Home,5754,6.04,2022-01-25,360,Active,1534.1,6,0,6,0,0.0,1528.1,High Risk
755,855,Customer_855,855,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,5755,6.050000000000001,2022-01-26,60,Active,1533.1,6,0,6,0,0.0,1528.1,High Risk
756,856,Customer_856,856,Self-Employed,4,Texas Hub,Houston,South,Personal,5756,6.0600000000000005,2022-01-27,36,Active,1532.1,6,0,6,0,0.0,1528.1,High Risk
757,857,Customer_857,857,Self-Employed,5,Silicon Valley,San Jose,West,Home,5757,6.07,2022-01-28,360,Active,1531.1,6,0,6,0,0.0,1528.1,High Risk
758,858,Customer_858,858,Retired,6,West Coast Tower,Los Angeles,West,Auto,5758,6.08,2022-01-29,60,Active,1530.1,6,6,0,0,100.0,0.0,Low Risk
759,859,Customer_859,859,Retired,7,Miami Beach,Miami,South,Personal,5759,6.09,2022-01-30,36,Active,1529.1,6,6,0,0,100.0,0.0,Low Risk
760,860,Customer_860,860,Unknown,8,Boston Financial,Boston,Northeast,Home,5760,6.1,2022-01-31,360,Defaulted,1528.1,6,0,0,0,0.0,0.0,High Risk
761,861,Customer_861,861,Employed,1,Downtown Metro,New York,Northeast,Auto,5761,6.109999999999999,2022-02-01,60,Closed,1527.1,6,6,0,0,100.0,0.0,Low Risk
762,862,Customer_862,862,Employed,2,Midtown Plaza,New York,Northeast,Personal,5762,6.12,2022-02-02,36,Closed,1526.1,6,6,0,0,100.0,0.0,Low Risk
763,863,Customer_863,863,Employed,3,Chicago Central,Chicago,Midwest,Home,5763,6.13,2022-02-03,360,Closed,1525.1,6,6,0,0,100.0,0.0,Low Risk
764,864,Customer_864,864,Employed,4,Texas Hub,Houston,South,Auto,5764,6.140000000000001,2022-02-04,60,Closed,1524.1,6,6,0,0,100.0,0.0,Low Risk
765,-1,Unknown,0,Unknown,5,Silicon Valley,San Jose,West,Personal,5765,6.15,2022-02-05,36,Closed,1523.1,6,6,0,0,100.0,0.0,Medium Risk
766,866,Customer_866,866,Self-Employed,6,West Coast Tower,Los Angeles,West,Home,5766,6.16,2022-02-06,360,Closed,1522.1,6,6,0,0,100.0,0.0,Low Risk
767,867,Customer_867,867,Self-Employed,7,Miami Beach,Miami,South,Auto,5767,6.17,2022-02-07,60,Closed,1521.1,6,6,0,0,100.0,0.0,Low Risk
768,868,Customer_868,868,Retired,8,Boston Financial,Boston,Northeast,Personal,5768,6.18,2022-02-08,36,Active,1520.1,6,6,0,0,100.0,0.0,Low Risk
769,869,Customer_869,869,Retired,1,Downtown Metro,New York,Northeast,Home,5769,6.1899999999999995,2022-02-09,360,Active,1519.1,6,6,0,0,100.0,0.0,Low Risk
770,870,Customer_870,870,Unknown,2,Midtown Plaza,New York,Northeast,Auto,5770,6.2,2022-02-10,60,Active,1518.1,6,0,0,0,0.0,0.0,High Risk
771,871,Customer_871,871,Employed,3,Chicago Central,Chicago,Midwest,Personal,5771,6.21,2022-02-11,36,Active,1517.1,6,6,0,0,100.0,0.0,Low Risk
772,872,Customer_872,872,Employed,4,Texas Hub,Houston,South,Home,5772,6.220000000000001,2022-02-12,360,Active,1516.1,6,6,0,0,100.0,0.0,Low Risk
773,873,Customer_873,873,Employed,5,Silicon Valley,San Jose,West,Auto,5773,6.23,2022-02-13,60,Active,1515.1,6,6,0,0,100.0,0.0,Low Risk
774,874,Customer_874,874,Employed,6,West Coast Tower,Los Angeles,West,Personal,5774,6.24,2022-02-14,36,Active,1514.1,6,6,0,0,100.0,0.0,Low Risk
775,875,Customer_875,875,Self-Employed,7,Miami Beach,Miami,South,Home,5775,6.25,2022-02-15,360,Active,1513.1,6,6,0,0,100.0,0.0,Low Risk
776,876,Customer_876,876,Self-Employed,8,Boston Financial,Boston,Northeast,Auto,5776,6.26,2022-02-16,60,Active,1512.1,6,6,0,0,100.0,0.0,Low Risk
777,877,Customer_877,877,Self-Employed,1,Downtown Metro,New York,Northeast,Personal,5777,6.27,2022-02-17,36,Active,1511.1,6,6,0,0,100.0,0.0,Low Risk
778,878,Customer_878,878,Retired,2,Midtown Plaza,New York,Northeast,Home,5778,6.28,2022-02-18,360,Active,1510.1,6,6,0,0,100.0,0.0,Low Risk
779,879,Customer_879,879,Retired,3,Chicago Central,Chicago,Midwest,Auto,5779,6.29,2022-02-19,60,Active,1509.1,6,6,0,0,100.0,0.0,Low Risk
780,-1,Unknown,0,Unknown,4,Texas Hub,Houston,South,Personal,5780,6.300000000000001,2022-02-20,36,Defaulted,1508.1,6,0,0,0,0.0,0.0,High Risk
781,881,Customer_881,881,Employed,5,Silicon Valley,San Jose,West,Home,5781,6.3100000000000005,2022-02-21,360,Closed,1507.1,6,6,0,0,100.0,0.0,Low Risk
782,882,Customer_882,882,Employed,6,West Coast Tower,Los Angeles,West,Auto,5782,6.32,2022-02-22,60,Closed,1506.1,6,6,0,0,100.0,0.0,Low Risk
783,883,Customer_883,883,Employed,7,Miami Beach,Miami,South,Personal,5783,6.33,2022-02-23,36,Closed,1505.1,6,6,0,0,100.0,0.0,Low Risk
784,884,Customer_884,884,Employed,8,Boston Financial,Boston,Northeast,Home,5784,6.34,2022-02-24,360,Closed,1504.1,6,6,0,0,100.0,0.0,Low Risk
785,885,Customer_885,885,Self-Employed,1,Downtown Metro,New York,Northeast,Auto,5785,6.35,2022-02-25,60,Closed,1503.1,6,6,0,0,100.0,0.0,Low Risk
786,886,Customer_886,886,Self-Employed,2,Midtown Plaza,New York,Northeast,Personal,5786,6.359999999999999,2022-02-26,36,Closed,1502.1,6,6,0,0,100.0,0.0,Low Risk
787,887,Customer_887,887,Self-Employed,3,Chicago Central,Chicago,Midwest,Home,5787,6.37,2022-02-27,360,Closed,1501.1,6,6,0,0,100.0,0.0,Low Risk
788,888,Customer_888,888,Retired,4,Texas Hub,Houston,South,Auto,5788,6.38,2022-02-28,60,Active,1500.1,6,6,0,0,100.0,0.0,Low Risk
789,889,Customer_889,889,Retired,5,Silicon Valley,San Jose,West,Personal,5789,6.390000000000001,2022-03-01,36,Active,1499.1,6,6,0,0,100.0,0.0,Low Risk
790,890,Customer_890,890,Unknown,6,West Coast Tower,Los Angeles,West,Home,5790,6.4,2022-03-02,360,Active,1498.1,6,0,0,0,0.0,0.0,High Risk
791,891,Customer_891,891,Employed,7,Miami Beach,Miami,South,Auto,5791,6.41,2022-03-03,60,Active,1497.1,6,6,0,0,100.0,0.0,Low Risk
792,892,Customer_892,892,Employed,8,Boston Financial,Boston,Northeast,Personal,5792,6.42,2022-03-04,36,Active,1496.1,6,6,0,0,100.0,0.0,Low Risk
793,893,Customer_893,893,Employed,1,Downtown Metro,New York,Northeast,Home,5793,6.43,2022-03-05,360,Active,1495.1,6,6,0,0,100.0,0.0,Low Risk
794,894,Customer_894,894,Employed,2,Midtown Plaza,New York,Northeast,Auto,5794,6.4399999999999995,2022-03-06,60,Active,1494.1,6,6,0,0,100.0,0.0,Low Risk
795,-1,Unknown,0,Unknown,3,Chicago Central,Chicago,Midwest,Personal,5795,6.45,2022-03-07,36,Active,1493.1,6,6,0,0,100.0,0.0,Medium Risk
796,896,Customer_896,896,Self-Employed,4,Texas Hub,Houston,South,Home,5796,6.46,2022-03-08,360,Active,1492.1,6,6,0,0,100.0,0.0,Low Risk
797,897,Customer_897,897,Self-Employed,5,Silicon Valley,San Jose,West,Auto,5797,6.470000000000001,2022-03-09,60,Active,1491.1,6,6,0,0,100.0,0.0,Low Risk
798,898,Customer_898,898,Retired,6,West Coast Tower,Los Angeles,West,Personal,5798,6.48,2022-03-10,36,Active,1490.1,6,6,0,0,100.0,0.0,Low Risk
799,899,Customer_899,899,Retired,7,Miami Beach,Miami,South,Home,5799,6.49,2022-03-11,360,Active,1489.1,6,6,0,0,100.0,0.0,Low Risk
800,900,Customer_900,600,Unknown,8,Boston Financial,Boston,Northeast,Auto,5800,6.5,2022-03-12,60,Defaulted,1488.1,6,0,0,0,0.0,0.0,High Risk
801,901,Customer_901,601,Employed,1,Downtown Metro,New York,Northeast,Personal,5801,6.51,2022-03-13,36,Closed,1487.1,6,0,0,6,0.0,0.0,High Risk
802,902,Customer_902,602,Employed,2,Midtown Plaza,New York,Northeast,Home,5802,6.52,2022-03-14,360,Closed,1486.1,6,0,0,6,0.0,0.0,High Risk
803,903,Customer_903,603,Employed,3,Chicago Central,Chicago,Midwest,Auto,5803,6.53,2022-03-15,60,Closed,1485.1,6,0,6,0,0.0,1528.1,High Risk
804,904,Customer_904,604,Employed,4,Texas Hub,Houston,South,Personal,5804,6.54,2022-03-16,36,Closed,1484.1,6,0,6,0,0.0,1528.1,High Risk
805,905,Customer_905,605,Self-Employed,5,Silicon Valley,San Jose,West,Home,5805,6.550000000000001,2022-03-17,360,Closed,1483.1,6,0,6,0,0.0,1528.1,High Risk
806,906,Customer_906,606,Self-Employed,6,West Coast Tower,Los Angeles,West,Auto,5806,6.5600000000000005,2022-03-18,60,Closed,1482.1,6,0,6,0,0.0,1528.1,High Risk
807,907,Customer_907,607,Self-Employed,7,Miami Beach,Miami,South,Personal,5807,6.57,2022-03-19,36,Closed,1481.1,6,0,6,0,0.0,1528.1,High Risk
808,908,Customer_908,608,Retired,8,Boston Financial,Boston,Northeast,Home,5808,6.58,2022-03-20,360,Active,1480.1,6,6,0,0,100.0,0.0,Medium Risk
809,909,Customer_909,609,Retired,1,Downtown Metro,New York,Northeast,Auto,5809,6.59,2022-03-21,60,Active,1479.1,6,6,0,0,100.0,0.0,Medium Risk
810,-1,Unknown,0,Unknown,2,Midtown Plaza,New York,Northeast,Personal,5810,6.6,2022-03-22,36,Active,1478.1,6,0,0,0,0.0,0.0,High Risk
811,911,Customer_911,611,Employed,3,Chicago Central,Chicago,Midwest,Home,5811,6.609999999999999,2022-03-23,360,Active,1477.1,6,6,0,0,100.0,0.0,Medium Risk
812,912,Customer_912,612,Employed,4,Texas Hub,Houston,South,Auto,5812,6.62,2022-03-24,60,Active,1476.1,6,6,0,0,100.0,0.0,Medium Risk
813,913,Customer_913,613,Employed,5,Silicon Valley,San Jose,West,Personal,5813,6.63,2022-03-25,36,Active,1475.1,6,6,0,0,100.0,0.0,Medium Risk
814,914,Customer_914,614,Employed,6,West Coast Tower,Los Angeles,West,Home,5814,6.640000000000001,2022-03-26,360,Active,1474.1,6,6,0,0,100.0,0.0,Medium Risk
815,915,Customer_915,615,Self-Employed,7,Miami Beach,Miami,South,Auto,5815,6.65,2022-03-27,60,Active,1473.1,6,6,0,0,100.0,0.0,Medium Risk
816,916,Customer_916,616,Self-Employed,8,Boston Financial,Boston,Northeast,Personal,5816,6.66,2022-03-28,36,Active,1472.1,6,6,0,0,100.0,0.0,Medium Risk
817,917,Customer_917,617,Self-Employed,1,Downtown Metro,New York,Northeast,Home,5817,6.67,2022-03-29,360,Active,1471.1,6,6,0,0,100.0,0.0,Medium Risk
818,918,Customer_918,618,Retired,2,Midtown Plaza,New York,Northeast,Auto,5818,6.68,2022-03-30,60,Active,1470.1,6,6,0,0,100.0,0.0,Medium Risk
819,919,Customer_919,619,Retired,3,Chicago Central,Chicago,Midwest,Personal,5819,6.6899999999999995,2022-03-31,36,Active,1469.1,6,6,0,0,100.0,0.0,Medium Risk
820,920,Customer_920,620,Unknown,4,Texas Hub,Houston,South,Home,5820,6.7,2022-04-01,360,Defaulted,1468.1,6,0,0,0,0.0,0.0,High Risk
821,921,Customer_921,621,Employed,5,Silicon Valley,San Jose,West,Auto,5821,6.71,2022-04-02,60,Closed,1467.1,6,6,0,0,100.0,0.0,Medium Risk
822,922,Customer_922,622,Employed,6,West Coast Tower,Los Angeles,West,Personal,5822,6.720000000000001,2022-04-03,36,Closed,1466.1,6,6,0,0,100.0,0.0,Medium Risk
823,923,Customer_923,623,Employed,7,Miami Beach,Miami,South,Home,5823,6.73,2022-04-04,360,Closed,1465.1,6,6,0,0,100.0,0.0,Medium Risk
824,924,Customer_924,624,Employed,8,Boston Financial,Boston,Northeast,Auto,5824,6.74,2022-04-05,60,Closed,1464.1,6,6,0,0,100.0,0.0,Medium Risk
825,-1,Unknown,0,Unknown,1,Downtown Metro,New York,Northeast,Personal,5825,6.75,2022-04-06,36,Closed,1463.1,6,6,0,0,100.0,0.0,Medium Risk
826,926,Customer_926,626,Self-Employed,2,Midtown Plaza,New York,Northeast,Home,5826,6.76,2022-04-07,360,Closed,1462.1,6,6,0,0,100.0,0.0,Medium Risk
827,927,Customer_927,627,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,5827,6.77,2022-04-08,60,Closed,1461.1,6,6,0,0,100.0,0.0,Medium Risk
828,928,Customer_928,628,Retired,4,Texas Hub,Houston,South,Personal,5828,6.78,2022-04-09,36,Active,1460.1,6,6,0,0,100.0,0.0,Medium Risk
829,929,Customer_929,629,Retired,5,Silicon Valley,San Jose,West,Home,5829,6.79,2022-04-10,360,Active,1459.1,6,6,0,0,100.0,0.0,Medium Risk
830,930,Customer_930,630,Unknown,6,West Coast Tower,Los Angeles,West,Auto,5830,6.800000000000001,2022-04-11,60,Active,1458.1,6,0,0,0,0.0,0.0,High Risk
831,931,Customer_931,631,Employed,7,Miami Beach,Miami,South,Personal,5831,6.8100000000000005,2022-04-12,36,Active,1457.1,6,6,0,0,100.0,0.0,Medium Risk
832,932,Customer_932,632,Employed,8,Boston Financial,Boston,Northeast,Home,5832,6.82,2022-04-13,360,Active,1456.1,6,6,0,0,100.0,0.0,Medium Risk
833,933,Customer_933,633,Employed,1,Downtown Metro,New York,Northeast,Auto,5833,6.83,2022-04-14,60,Active,1455.1,6,6,0,0,100.0,0.0,Medium Risk
834,934,Customer_934,634,Employed,2,Midtown Plaza,New York,Northeast,Personal,5834,6.84,2022-04-15,36,Active,1454.1,6,6,0,0,100.0,0.0,Medium Risk
835,935,Customer_935,635,Self-Employed,3,Chicago Central,Chicago,Midwest,Home,5835,6.85,2022-04-16,360,Active,1453.1,6,6,0,0,100.0,0.0,Medium Risk
836,936,Customer_936,636,Self-Employed,4,Texas Hub,Houston,South,Auto,5836,6.859999999999999,2022-04-17,60,Active,1452.1,6,6,0,0,100.0,0.0,Medium Risk
837,937,Customer_937,637,Self-Employed,5,Silicon Valley,San Jose,West,Personal,5837,6.87,2022-04-18,36,Active,1451.1,6,6,0,0,100.0,0.0,Medium Risk
838,938,Customer_938,638,Retired,6,West Coast Tower,Los Angeles,West,Home,5838,6.88,2022-04-19,360,Active,1450.1,6,6,0,0,100.0,0.0,Medium Risk
839,939,Customer_939,639,Retired,7,Miami Beach,Miami,South,Auto,5839,6.890000000000001,2022-04-20,60,Active,1449.1,6,6,0,0,100.0,0.0,Medium Risk
840,-1,Unknown,0,Unknown,8,Boston Financial,Boston,Northeast,Personal,5840,6.9,2022-04-21,36,Defaulted,1448.1,6,0,0,0,0.0,0.0,High Risk
841,941,Customer_941,641,Employed,1,Downtown Metro,New York,Northeast,Home,5841,6.91,2022-04-22,360,Closed,1447.1,6,6,0,0,100.0,0.0,Medium Risk
842,942,Customer_942,642,Employed,2,Midtown Plaza,New York,Northeast,Auto,5842,6.92,2022-04-23,60,Closed,1446.1,6,6,0,0,100.0,0.0,Medium Risk
843,943,Customer_943,643,Employed,3,Chicago Central,Chicago,Midwest,Personal,5843,6.93,2022-04-24,36,Closed,1445.1,6,6,0,0,100.0,0.0,Medium Risk
844,944,Customer_944,644,Employed,4,Texas Hub,Houston,South,Home,5844,6.9399999999999995,2022-04-25,360,Closed,1444.1,6,6,0,0,100.0,0.0,Medium Risk
845,945,Customer_945,645,Self-Employed,5,Silicon Valley,San Jose,West,Auto,5845,6.95,2022-04-26,60,Closed,1443.1,6,6,0,0,100.0,0.0,Medium Risk
846,946,Customer_946,646,Self-Employed,6,West Coast Tower,Los Angeles,West,Personal,5846,6.96,2022-04-27,36,Closed,1442.1,6,6,0,0,100.0,0.0,Medium Risk
847,947,Customer_947,647,Self-Employed,7,Miami Beach,Miami,South,Home,5847,6.970000000000001,2022-04-28,360,Closed,1441.1,6,6,0,0,100.0,0.0,Medium Risk
848,948,Customer_948,648,Retired,8,Boston Financial,Boston,Northeast,Auto,5848,6.98,2022-04-29,60,Active,1440.1,6,6,0,0,100.0,0.0,Medium Risk
849,949,Customer_949,649,Retired,1,Downtown Metro,New York,Northeast,Personal,5849,6.99,2022-04-30,36,Active,1439.1,6,6,0,0,100.0,0.0,Medium Risk
850,950,Customer_950,650,Unknown,2,Midtown Plaza,New York,Northeast,Home,5850,7,2022-05-01,360,Active,1438.1,6,0,0,0,0.0,0.0,High Risk
851,951,Customer_951,651,Employed,3,Chicago Central,Chicago,Midwest,Auto,5851,7.01,2022-05-02,60,Active,1437.1,6,0,0,6,0.0,0.0,High Risk
852,952,Customer_952,652,Employed,4,Texas Hub,Houston,South,Personal,5852,7.02,2022-05-03,36,Active,1436.1,6,0,0,6,0.0,0.0,High Risk
853,953,Customer_953,653,Employed,5,Silicon Valley,San Jose,West,Home,5853,7.03,2022-05-04,360,Active,1435.1,6,0,6,0,0.0,1528.1,High Risk
854,954,Customer_954,654,Employed,6,West Coast Tower,Los Angeles,West,Auto,5854,7.04,2022-05-05,60,Active,1434.1,6,0,6,0,0.0,1528.1,High Risk
855,-1,Unknown,0,Unknown,7,Miami Beach,Miami,South,Personal,5855,7.050000000000001,2022-05-06,36,Active,1433.1,6,0,6,0,0.0,1528.1,High Risk
856,956,Customer_956,656,Self-Employed,8,Boston Financial,Boston,Northeast,Home,5856,7.0600000000000005,2022-05-07,360,Active,1432.1,6,0,6,0,0.0,1528.1,High Risk
857,957,Customer_957,657,Self-Employed,1,Downtown Metro,New York,Northeast,Auto,5857,7.07,2022-05-08,60,Active,1431.1,6,0,6,0,0.0,1528.1,High Risk
858,958,Customer_958,658,Retired,2,Midtown Plaza,New York,Northeast,Personal,5858,7.08,2022-05-09,36,Active,1430.1,6,6,0,0,100.0,0.0,Medium Risk
859,959,Customer_959,659,Retired,3,Chicago Central,Chicago,Midwest,Home,5859,7.09,2022-05-10,360,Active,1429.1,6,6,0,0,100.0,0.0,Medium Risk
860,960,Customer_960,660,Unknown,4,Texas Hub,Houston,South,Auto,5860,7.1,2022-05-11,60,Defaulted,1428.1,6,0,0,0,0.0,0.0,High Risk
861,961,Customer_961,661,Employed,5,Silicon Valley,San Jose,West,Personal,5861,7.109999999999999,2022-05-12,36,Closed,1427.1,6,6,0,0,100.0,0.0,Medium Risk
862,962,Customer_962,662,Employed,6,West Coast Tower,Los Angeles,West,Home,5862,7.12,2022-05-13,360,Closed,1426.1,6,6,0,0,100.0,0.0,Medium Risk
863,963,Customer_963,663,Employed,7,Miami Beach,Miami,South,Auto,5863,7.13,2022-05-14,60,Closed,1425.1,6,6,0,0,100.0,0.0,Medium Risk
864,964,Customer_964,664,Employed,8,Boston Financial,Boston,Northeast,Personal,5864,7.140000000000001,2022-05-15,36,Closed,1424.1,6,6,0,0,100.0,0.0,Medium Risk
865,965,Customer_965,665,Self-Employed,1,Downtown Metro,New York,Northeast,Home,5865,7.15,2022-05-16,360,Closed,1423.1,6,6,0,0,100.0,0.0,Medium Risk
866,966,Customer_966,666,Self-Employed,2,Midtown Plaza,New York,Northeast,Auto,5866,7.16,2022-05-17,60,Closed,1422.1,6,6,0,0,100.0,0.0,Medium Risk
867,967,Customer_967,667,Self-Employed,3,Chicago Central,Chicago,Midwest,Personal,5867,7.17,2022-05-18,36,Closed,1421.1,6,6,0,0,100.0,0.0,Medium Risk
868,968,Customer_968,668,Retired,4,Texas Hub,Houston,South,Home,5868,7.18,2022-05-19,360,Active,1420.1,6,6,0,0,100.0,0.0,Medium Risk
869,969,Customer_969,669,Retired,5,Silicon Valley,San Jose,West,Auto,5869,7.1899999999999995,2022-05-20,60,Active,1419.1,6,6,0,0,100.0,0.0,Medium Risk
870,-1,Unknown,0,Unknown,6,West Coast Tower,Los Angeles,West,Personal,5870,7.2,2022-05-21,36,Active,1418.1,6,0,0,0,0.0,0.0,High Risk
871,971,Customer_971,671,Employed,7,Miami Beach,Miami,South,Home,5871,7.21,2022-05-22,360,Active,1417.1,6,6,0,0,100.0,0.0,Medium Risk
872,972,Customer_972,672,Employed,8,Boston Financial,Boston,Northeast,Auto,5872,7.220000000000001,2022-05-23,60,Active,1416.1,6,6,0,0,100.0,0.0,Medium Risk
873,973,Customer_973,673,Employed,1,Downtown Metro,New York,Northeast,Personal,5873,7.23,2022-05-24,36,Active,1415.1,6,6,0,0,100.0,0.0,Medium Risk
874,974,Customer_974,674,Employed,2,Midtown Plaza,New York,Northeast,Home,5874,7.24,2022-05-25,360,Active,1414.1,6,6,0,0,100.0,0.0,Medium Risk
875,975,Customer_975,675,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,5875,7.25,2022-05-26,60,Active,1413.1,6,6,0,0,100.0,0.0,Medium Risk
876,976,Customer_976,676,Self-Employed,4,Texas Hub,Houston,South,Personal,5876,7.26,2022-05-27,36,Active,1412.1,6,6,0,0,100.0,0.0,Medium Risk
877,977,Customer_977,677,Self-Employed,5,Silicon Valley,San Jose,West,Home,5877,7.27,2022-05-28,360,Active,1411.1,6,6,0,0,100.0,0.0,Medium Risk
878,978,Customer_978,678,Retired,6,West Coast Tower,Los Angeles,West,Auto,5878,7.28,2022-05-29,60,Active,1410.1,6,6,0,0,100.0,0.0,Medium Risk
879,979,Customer_979,679,Retired,7,Miami Beach,Miami,South,Personal,5879,7.29,2022-05-30,36,Active,1409.1,6,6,0,0,100.0,0.0,Medium Risk
880,980,Customer_980,680,Unknown,8,Boston Financial,Boston,Northeast,Home,5880,7.300000000000001,2022-05-31,360,Defaulted,1408.1,6,0,0,0,0.0,0.0,High Risk
881,981,Customer_981,681,Employed,1,Downtown Metro,New York,Northeast,Auto,5881,7.3100000000000005,2022-06-01,60,Closed,1407.1,6,6,0,0,100.0,0.0,Medium Risk
882,982,Customer_982,682,Employed,2,Midtown Plaza,New York,Northeast,Personal,5882,7.32,2022-06-02,36,Closed,1406.1,6,6,0,0,100.0,0.0,Medium Risk
883,983,Customer_983,683,Employed,3,Chicago Central,Chicago,Midwest,Home,5883,7.33,2022-06-03,360,Closed,1405.1,6,6,0,0,100.0,0.0,Medium Risk
884,984,Customer_984,684,Employed,4,Texas Hub,Houston,South,Auto,5884,7.34,2022-06-04,60,Closed,1404.1,6,6,0,0,100.0,0.0,Medium Risk
885,-1,Unknown,0,Unknown,5,Silicon Valley,San Jose,West,Personal,5885,7.35,2022-06-05,36,Closed,1403.1,6,6,0,0,100.0,0.0,Medium Risk
886,986,Customer_986,686,Self-Employed,6,West Coast Tower,Los Angeles,West,Home,5886,7.359999999999999,2022-06-06,360,Closed,1402.1,6,6,0,0,100.0,0.0,Medium Risk
887,987,Customer_987,687,Self-Employed,7,Miami Beach,Miami,South,Auto,5887,7.37,2022-06-07,60,Closed,1401.1,6,6,0,0,100.0,0.0,Medium Risk
888,988,Customer_988,688,Retired,8,Boston Financial,Boston,Northeast,Personal,5888,7.38,2022-06-08,36,Active,1400.1,6,6,0,0,100.0,0.0,Medium Risk
889,989,Customer_989,689,Retired,1,Downtown Metro,New York,Northeast,Home,5889,7.390000000000001,2022-06-09,360,Active,1399.1,6,6,0,0,100.0,0.0,Medium Risk
890,990,Customer_990,690,Unknown,2,Midtown Plaza,New York,Northeast,Auto,5890,7.4,2022-06-10,60,Active,1398.1,6,0,0,0,0.0,0.0,High Risk
891,991,Customer_991,691,Employed,3,Chicago Central,Chicago,Midwest,Personal,5891,7.41,2022-06-11,36,Active,1397.1,6,6,0,0,100.0,0.0,Medium Risk
892,992,Customer_992,692,Employed,4,Texas Hub,Houston,South,Home,5892,7.42,2022-06-12,360,Active,1396.1,6,6,0,0,100.0,0.0,Medium Risk
893,993,Customer_993,693,Employed,5,Silicon Valley,San Jose,West,Auto,5893,7.43,2022-06-13,60,Active,1395.1,6,6,0,0,100.0,0.0,Medium Risk
894,994,Customer_994,694,Employed,6,West Coast Tower,Los Angeles,West,Personal,5894,7.4399999999999995,2022-06-14,36,Active,1394.1,6,6,0,0,100.0,0.0,Medium Risk
895,995,Customer_995,695,Self-Employed,7,Miami Beach,Miami,South,Home,5895,7.45,2022-06-15,360,Active,1393.1,6,6,0,0,100.0,0.0,Medium Risk
896,996,Customer_996,696,Self-Employed,8,Boston Financial,Boston,Northeast,Auto,5896,7.46,2022-06-16,60,Active,1392.1,6,6,0,0,100.0,0.0,Medium Risk
897,997,Customer_997,697,Self-Employed,1,Downtown Metro,New York,Northeast,Personal,5897,7.470000000000001,2022-06-17,36,Active,1391.1,6,6,0,0,100.0,0.0,Medium Risk
898,998,Customer_998,698,Retired,2,Midtown Plaza,New York,Northeast,Home,5898,7.48,2022-06-18,360,Active,1390.1,6,6,0,0,100.0,0.0,Medium Risk
899,999,Customer_999,699,Retired,3,Chicago Central,Chicago,Midwest,Auto,5899,7.49,2022-06-19,60,Active,1389.1,6,6,0,0,100.0,0.0,Medium Risk
900,-1,Unknown,0,Unknown,4,Texas Hub,Houston,South,Personal,5900,7.5,2022-06-20,36,Defaulted,1388.1,6,0,0,0,0.0,0.0,High Risk
901,1001,Customer_1001,701,Employed,5,Silicon Valley,San Jose,West,Home,5901,7.51,2022-06-21,360,Closed,1387.1,6,0,0,6,0.0,0.0,High Risk
902,1002,Customer_1002,702,Employed,6,West Coast Tower,Los Angeles,West,Auto,5902,7.5200000000000005,2022-06-22,60,Closed,1386.1,6,0,0,6,0.0,0.0,High Risk
